,ID,Cardio_service,MMA_service,Cycling_service,HSI_unlimited,Total_Revenues_Package,Total_Discount_Promo,Duration,Observed,W,Province_Quebec
22267412,9600175425361825,1,0,1,0,0.0,0.0,21.0,True,-2.0,1
15116302,9500215183091825,1,1,1,1,214.49,76.5,15.0,False,-15.0,0
11143738,9500141635841825,1,0,1,1,133.5,0.0,141.0,False,111.0,0
19877882,9600107849601825,1,1,1,0,55.99,0.0,179.0,True,171.0,1
15637416,9500241893551825,1,0,0,1,103.0,18.0,5.0,False,-25.0,0
6918615,9500095857261825,1,0,1,0,0.0,0.0,39.0,True,26.0,0
10079060,9500130512511825,1,1,1,0,157.94,0.0,152.0,True,147.0,0
22363426,9600180682341825,1,1,1,1,172.94,5.0,26.0,False,-4.0,1
22829278,9600208408511825,0,0,1,0,0.0,0.0,12.0,True,-13.0,1
15385732,9500225009421825,1,1,0,1,136.99,53.0,11.0,False,-19.0,0
10011833,9500129735471825,1,0,1,1,175.49,55.0,298.0,False,268.0,0
1718897,9500038447231825,1,1,1,1,203.49,42.0,77.0,False,47.0,0
12939880,9500160680621825,1,0,1,1,136.45,0.0,196.0,False,166.0,0
23173527,9600238769511825,1,0,1,1,107.95,49.0,7.0,False,-23.0,1
20672527,9600129550481825,0,1,1,0,69.99000000000001,0.0,363.0,False,333.0,1
1513483,9500036738091825,1,0,1,1,145.5,16.0,224.0,False,194.0,0
17984338,9600060466481825,1,1,1,1,176.93,12.0,241.0,False,211.0,1
16643449,9600032033581825,1,1,1,0,176.48000000000002,24.0,310.0,False,280.0,1
17065790,9600036328041825,1,0,1,0,90.94,16.0,362.0,False,332.0,1
16459775,9600029033961825,0,1,1,0,78.48,12.0,364.0,False,334.0,1
22941629,9600214143261825,1,1,1,1,131.99,54.0,4.0,True,-15.0,1
10076138,9500130488441825,1,0,0,1,93.0,0.0,79.0,False,49.0,0
15286078,9500220826771825,1,1,1,1,187.49,108.0,13.0,False,-17.0,0
1494118,9500036596751825,1,0,1,0,142.49,12.0,410.0,False,380.0,0
385772,9500019957821825,1,0,0,1,98.0,14.0,83.0,False,53.0,0
7005484,9500096922171825,0,0,1,0,77.49,0.0,486.0,False,456.0,0
6676824,9500093488691825,1,0,1,1,121.95,20.0,33.0,True,32.0,0
2976126,9500050762741825,0,0,1,0,0.0,0.0,51.0,False,21.0,0
14370293,9500191172541825,1,0,0,1,113.0,16.0,23.0,False,-7.0,0
21524824,9600150895891825,0,0,1,0,24.99,0.0,345.0,True,328.0,1
12681392,9500158975111825,1,0,1,1,137.95,0.0,31.0,True,28.0,0
15205658,9500218109461825,1,1,1,1,221.49,0.0,14.0,False,-16.0,0
22875720,9600210789071825,1,0,1,0,69.95,0.0,16.0,False,-14.0,1
17636042,9600054429471825,0,0,1,0,47.49,0.0,364.0,False,334.0,1
7164875,9500098513831825,1,0,0,1,103.0,28.0,25.0,True,9.0,0
14893932,9500207532381825,1,0,1,1,103.0,25.0,17.0,False,-13.0,0
8909054,9500118125141825,0,0,1,0,69.49,0.0,404.0,False,374.0,0
15083254,9500214061091825,0,0,1,0,0.0,0.0,15.0,False,-15.0,0
7419383,9500101913651825,1,0,0,1,93.0,0.0,37.0,False,7.0,0
14961116,9500209714671825,1,0,0,1,103.0,40.0,16.0,False,-14.0,0
571529,9500022561271825,1,1,0,1,171.94,0.0,57.0,False,27.0,0
19103998,9600086655511825,0,1,1,0,47.989999999999995,8.0,215.0,False,185.0,1
22603012,9600194054501825,1,0,1,1,25.0,0.0,22.0,False,-8.0,1
17762789,9600057430391825,1,0,1,0,67.45,0.0,68.0,False,38.0,1
13971832,9500181115481825,1,0,0,0,0.0,0.0,6.0,True,-4.0,0
95772,9500016864641825,1,0,1,1,153.5,40.5,275.0,True,269.0,0
18249790,9600065926331825,1,0,1,1,112.94,0.0,357.0,False,327.0,1
9181689,9500120872491825,1,0,1,0,111.95,25.0,15.0,True,12.0,0
15095461,9500214482421825,1,0,0,0,0.0,0.0,1.0,True,-15.0,0
7455697,9500102288601825,1,0,0,1,95.0,15.0,23.0,True,6.0,0
14470818,9500194132081825,1,0,1,1,133.5,32.0,22.0,False,-8.0,0
9036685,9500119639781825,1,1,1,1,187.49,55.0,168.0,False,138.0,0
6350425,9500089888221825,0,0,1,0,27.5,0.0,34.0,True,18.0,0
15309770,9500221705971825,1,1,1,1,200.49,0.0,12.0,False,-18.0,0
525189,9500021925461825,1,1,1,0,200.93,30.0,80.0,True,77.0,0
9881732,9500128760541825,1,1,1,1,237.48,0.0,424.0,False,394.0,0
9104467,9500120212141825,1,0,1,0,0.0,0.0,214.0,True,199.0,0
14728316,9500202216401825,0,0,1,0,0.0,0.0,12.0,True,-11.0,0
1018051,9500029631361825,1,0,1,0,152.44,0.0,252.0,False,222.0,0
2644237,9500047375951825,1,1,1,1,248.48,48.0,217.0,False,187.0,0
14605672,9500198262011825,1,1,0,1,139.99,56.0,12.0,True,-9.0,0
13913578,9500179674521825,1,0,0,1,93.0,0.0,27.0,False,-3.0,0
15383286,9500224915551825,1,1,0,1,149.99,45.0,11.0,False,-19.0,0
19878446,9600107851811825,1,0,1,1,140.49,23.0,122.0,False,92.0,1
15107564,9500214922081825,0,0,1,0,0.0,0.0,15.0,False,-15.0,0
18906339,9600083020981825,1,0,1,1,110.95,0.0,84.0,True,80.0,1
3435963,9500057341121825,1,0,0,0,74.95,25.0,230.0,True,208.0,0
1092990,9500030405201825,0,0,1,0,69.49,0.0,399.0,False,369.0,0
20734617,9600130588751825,1,1,1,1,165.48000000000002,0.0,163.0,False,133.0,1
8283714,9500111309581825,1,1,1,0,204.49,33.0,53.0,False,23.0,0
20507506,9600123713941825,0,0,1,0,28.99,5.0,69.0,False,39.0,1
5134204,9500076085951825,1,0,1,1,137.95,35.0,24.0,True,22.0,0
19693198,9600102000411825,0,0,1,0,25.0,7.0,43.0,False,13.0,1
17378390,9600050487931825,1,1,1,1,163.44,0.0,226.0,False,196.0,1
2113345,9500041663571825,1,0,0,1,89.95,0.0,143.0,False,113.0,0
11147351,9500141669341825,0,1,1,0,121.47999999999999,0.0,71.0,False,41.0,0
16477601,9600029282031825,1,0,1,1,120.0,0.0,397.0,False,367.0,1
15640738,9500242181471825,1,0,0,0,0.0,0.0,3.0,True,-25.0,0
22166311,9600168514331825,1,0,1,0,90.0,12.0,29.0,False,-1.0,1
11016676,9500139987171825,0,0,1,0,47.5,0.0,429.0,False,399.0,0
5475240,9500080147021825,1,0,1,0,141.94,15.0,94.0,True,76.0,0
22071021,9600163070061825,0,1,1,0,78.48,0.0,357.0,False,327.0,1
21380705,9600147864581825,1,1,0,0,91.44,0.0,210.0,False,180.0,1
16300711,9600027664881825,1,0,1,1,110.0,52.0,360.0,False,330.0,1
7494343,9500102592121825,0,0,1,0,0.0,0.0,45.0,False,15.0,0
23215507,9600245939441825,1,1,0,0,111.94,5.0,3.0,False,-27.0,1
22820053,9600207967311825,1,0,1,0,0.0,0.0,10.0,True,-13.0,1
22471936,9600186578611825,1,1,1,0,0.0,20.0,6.0,True,-6.0,1
23235697,9600253852901825,1,0,0,1,85.0,18.0,0.0,False,-30.0,1
9408531,9500123202851825,1,0,0,1,98.0,35.0,52.0,False,22.0,0
19596517,9600100331601825,1,0,1,1,130.49,23.0,209.0,False,179.0,1
23166492,9600237777791825,1,1,0,1,115.99000000000001,35.0,7.0,False,-23.0,1
15539355,9500234844681825,1,1,1,1,207.49,75.5,8.0,False,-22.0,0
16260693,9600027338501825,0,1,1,0,98.98,20.0,363.0,False,333.0,1
18050889,9600061699291825,1,1,1,0,110.94,0.0,96.0,True,93.0,1
13708290,9500171747941825,1,0,0,0,0.0,0.0,1.0,True,-2.0,0
2530511,9500045931131825,1,0,0,1,93.0,0.0,53.0,False,23.0,0
10110241,9500131025831825,0,1,1,0,91.48,0.0,295.0,False,265.0,0
4709777,9500071933821825,0,1,1,0,90.48,0.0,34.0,False,4.0,0
5784395,9500083742391825,0,0,1,0,32.5,0.0,35.0,False,5.0,0
9810788,9500128174701825,1,1,1,1,223.44,0.0,46.0,False,16.0,0
7185919,9500098737421825,0,1,1,0,97.49000000000001,24.0,59.0,False,29.0,0
11243325,9500143008221825,1,0,0,1,113.0,0.0,116.0,False,86.0,0
7427125,9500101965131825,0,0,1,0,0.0,0.0,245.0,True,226.0,0
11083933,9500140890031825,1,1,1,1,184.49,54.0,144.0,False,114.0,0
3054716,9500051741781825,1,0,1,1,150.44,0.0,146.0,False,116.0,0
7181541,9500098697241825,1,0,0,1,103.0,0.0,11.0,True,8.0,0
21795551,9600155329191825,1,1,0,1,114.94,20.0,84.0,False,54.0,1
15778865,9600017581141825,1,0,0,0,0.0,0.0,155.0,True,128.0,1
17823841,9600058384331825,1,1,1,1,164.94,24.0,205.0,False,175.0,1
19032811,9600085770201825,1,0,1,1,110.0,25.0,131.0,False,101.0,1
18238713,9600065836571825,0,0,1,0,0.0,0.0,51.0,False,21.0,1
3382351,9500056957271825,1,0,1,1,180.49,0.0,159.0,False,129.0,0
12830032,9500160021451825,1,0,1,0,90.95,25.0,118.0,True,116.0,0
14086090,9500183687261825,1,0,1,0,0.0,0.0,12.0,True,-5.0,0
20932290,9600136457881825,1,1,0,0,34.99,10.0,73.0,True,62.0,1
20067294,9600111377621825,1,1,1,1,189.93,25.0,165.0,False,135.0,1
23042033,9600221065581825,1,0,0,0,0.0,20.0,4.0,True,-17.0,1
8726008,9500116077651825,1,0,1,1,128.95,0.0,140.0,False,110.0,0
5529838,9500080599881825,1,1,1,1,229.48,62.0,512.0,False,482.0,0
11638917,9500147235281825,1,1,1,1,224.49,26.0,194.0,False,164.0,0
11122474,9500141405741825,1,0,0,1,89.95,0.0,71.0,False,41.0,0
15586677,9500237875631825,1,1,1,1,206.49,72.5,7.0,False,-23.0,0
9746678,9500127377281825,1,0,0,1,90.0,0.0,91.0,True,78.0,0
19528479,9600099540871825,1,1,1,1,135.99,24.0,148.0,False,118.0,1
3638450,9500060212121825,1,1,1,0,0.0,0.0,153.0,True,150.0,0
14554225,9500196676621825,1,0,0,1,103.0,0.0,21.0,False,-9.0,0
16159719,9600026466311825,1,0,0,1,86.45,10.0,49.0,True,20.0,1
15178433,9500217242381825,1,1,1,1,201.49,83.5,14.0,False,-16.0,0
12683098,9500158993841825,1,0,1,1,125.5,0.0,58.0,False,28.0,0
19152612,9600087817541825,0,1,1,0,57.98,0.0,71.0,True,42.0,1
3739386,9500061181581825,1,0,0,1,85.0,0.0,235.0,True,227.0,0
1602295,9500037529421825,1,0,1,0,0.0,0.0,12.0,True,7.0,0
3468641,9500057699441825,1,0,1,1,182.49,40.0,233.0,False,203.0,0
23217038,9600246222551825,1,0,1,1,106.0,36.0,3.0,False,-27.0,1
6084274,9500087225361825,1,1,1,1,214.48,0.0,62.0,False,32.0,0
5982046,9500085788621825,1,0,1,1,130.5,20.0,42.0,False,12.0,0
11752283,9500148218681825,1,0,0,1,103.0,0.0,34.0,False,4.0,0
4829973,9500072692571825,0,0,1,0,77.49,0.0,184.0,False,154.0,0
16633976,9600031881461825,1,0,1,0,90.94,0.0,311.0,False,281.0,1
682232,9500024210931825,1,1,0,0,0.0,0.0,90.0,True,72.0,0
8921076,9500118300031825,0,1,1,0,145.48,0.0,394.0,False,364.0,0
22259293,9600175022251825,1,0,1,0,0.0,0.0,25.0,True,-2.0,1
8802428,9500116844341825,1,0,1,0,150.49,20.0,131.0,False,101.0,0
20559189,9600125293301825,1,0,1,0,126.49000000000001,30.0,118.0,False,88.0,1
11796774,9500148509821825,0,1,1,0,121.47999999999999,0.0,293.0,False,263.0,0
5287861,9500078093261825,0,0,1,0,69.49,0.0,178.0,False,148.0,0
5942086,9500085252771825,1,0,0,0,86.95,0.0,156.0,True,140.0,0
58463,9500016635391825,0,0,1,0,69.49,0.0,558.0,False,528.0,0
23231212,9600251145831825,1,0,0,1,10.0,0.0,2.0,False,-28.0,1
4373418,9500068464771825,0,0,1,0,69.49,0.0,161.0,False,131.0,0
2440121,9500044803781825,0,1,1,0,76.49000000000001,18.0,175.0,False,145.0,0
15582908,9500237600811825,1,1,0,1,146.99,61.0,7.0,False,-23.0,0
19446632,9600096700551825,1,1,1,0,119.94,0.0,27.0,True,14.0,1
10144784,9500131391711825,0,0,1,0,0.0,0.0,346.0,False,316.0,0
13413350,9500165284121825,0,0,1,0,106.49,0.0,277.0,False,247.0,0
16309096,9600027706961825,1,1,1,0,136.93,0.0,138.0,False,108.0,1
9490943,9500124006161825,1,0,0,1,90.0,0.0,43.0,True,20.0,0
8375323,9500112642031825,1,1,1,1,149.94,32.0,143.0,False,113.0,0
12836601,9500160072191825,0,0,1,0,0.0,0.0,40.0,False,10.0,0
4035349,9500064532091825,1,0,1,0,161.45,0.0,243.0,False,213.0,0
6248614,9500088952661825,1,1,1,1,201.49,121.49000000000001,138.0,False,108.0,0
23089048,9600225608041825,0,1,1,0,0.0,0.0,6.0,True,-19.0,1
2814957,9500049070811825,0,0,1,0,69.49,0.0,404.0,False,374.0,0
19384883,9600095402661825,1,0,1,0,94.94,0.0,86.0,False,56.0,1
7108214,9500097895421825,1,1,1,1,184.99,12.0,123.0,False,93.0,0
18275240,9600066093951825,0,0,1,0,23.0,0.0,45.0,False,15.0,1
9470141,9500123785231825,1,0,1,1,140.0,45.0,22.0,True,21.0,0
22092770,9600163330361825,1,1,1,1,140.99,28.0,125.0,False,95.0,1
3599888,9500059831801825,1,1,0,1,134.99,0.0,6.0,True,2.0,0
13340221,9500164763151825,1,0,1,1,145.5,0.0,31.0,False,1.0,0
15274533,9500220382321825,1,0,0,1,103.0,0.0,13.0,False,-17.0,0
17450650,9600051953211825,0,0,1,0,0.0,0.0,272.0,False,242.0,1
16028944,9600023037041825,1,1,1,0,106.44,0.0,94.0,True,64.0,1
16515123,9600029755271825,1,1,1,1,151.99,30.0,407.0,False,377.0,1
3275780,9500055778261825,1,1,1,0,194.93,0.0,72.0,True,70.0,0
6452785,9500090971361825,1,0,1,1,117.0,0.0,27.0,True,25.0,0
9503416,9500124141791825,1,0,0,1,103.0,0.0,37.0,False,7.0,0
1760654,9500038783741825,0,0,1,0,0.0,0.0,153.0,True,136.0,0
3227991,9500054891541825,0,1,1,0,121.47999999999999,0.0,120.0,False,90.0,0
15625962,9500240979391825,1,0,0,1,113.0,43.0,6.0,False,-24.0,0
8021416,9500108333051825,1,1,0,1,159.99,32.0,38.0,False,8.0,0
14008277,9500181975881825,1,0,1,0,0.0,50.0,3.0,True,-4.0,0
23222442,9600247627541825,1,0,1,1,125.0,35.0,3.0,False,-27.0,1
13483812,9500165867171825,0,0,1,0,32.5,0.0,374.0,False,344.0,0
8504922,9500113870121825,1,1,1,1,207.49,25.0,156.0,False,126.0,0
248842,9500018219541825,1,0,1,1,158.44,0.0,307.0,False,277.0,0
2981169,9500050801931825,1,0,1,1,155.45,0.0,157.0,False,127.0,0
14915320,9500208214311825,1,1,1,0,0.0,0.0,4.0,True,-13.0,0
15997496,9600022509131825,1,1,1,1,144.43,35.0,95.0,False,65.0,1
9858734,9500128577081825,1,0,0,1,93.0,10.0,37.0,False,7.0,0
20685371,9600129767131825,1,1,1,1,135.94,24.0,344.0,False,314.0,1
14649514,9500199652151825,0,0,1,0,25.0,0.0,20.0,False,-10.0,0
1877082,9500039846851825,0,1,1,0,26.0,0.0,25.0,True,23.0,0
23218077,9600246497201825,0,1,1,0,81.99000000000001,38.0,3.0,True,-27.0,1
10240341,9500132390621825,1,1,1,1,193.48000000000002,72.0,53.0,False,23.0,0
1997290,9500040849491825,1,0,1,1,135.5,32.0,51.0,False,21.0,0
13137524,9500162683161825,1,0,1,1,125.5,32.0,208.0,False,178.0,0
3256493,9500055424401825,1,0,0,1,98.0,0.0,101.0,False,71.0,0
8250523,9500110895011825,1,0,1,0,0.0,0.0,21.0,True,18.0,0
22201736,9600170892981825,1,1,1,0,0.0,0.0,12.0,True,-1.0,1
8905701,9500118061691825,1,1,1,0,201.43,30.0,121.0,False,91.0,0
5232647,9500077478561825,1,1,1,1,224.49,48.0,156.0,False,126.0,0
15446129,9500228261231825,1,0,0,1,98.0,25.0,10.0,False,-20.0,0
15120038,9500215287041825,1,0,0,1,93.0,40.0,15.0,False,-15.0,0
2588935,9500046651351825,0,1,1,0,84.49000000000001,22.0,53.0,False,23.0,0
14792828,9500204360651825,1,0,0,1,103.0,0.0,18.0,False,-12.0,0
6412565,9500090548221825,0,0,1,0,49.5,20.0,82.0,True,66.0,0
16840992,9600034260091825,1,1,1,1,202.43,0.0,219.0,False,189.0,1
14524916,9500195771011825,1,1,1,0,0.0,0.0,11.0,True,-9.0,0
8391352,9500112741451825,1,0,0,1,89.95,0.0,39.0,False,9.0,0
15710768,9500253697661825,1,1,0,1,141.99,57.0,1.0,False,-29.0,0
18821542,9600082289541825,1,1,0,1,135.99,39.0,211.0,False,181.0,1
17322191,9600049717711825,1,0,1,1,130.94,20.0,219.0,False,189.0,1
3510334,9500058231961825,1,0,1,0,0.0,0.0,208.0,True,195.0,0
16528961,9600029936291825,1,1,1,1,173.48000000000002,36.0,351.0,False,321.0,1
2239891,9500043044121825,0,1,1,0,0.0,0.0,364.0,True,352.0,0
1379851,9500034003771825,1,0,0,1,103.0,0.0,60.0,False,30.0,0
20074450,9600111542391825,1,0,1,0,0.0,20.0,155.0,True,135.0,1
4897246,9500073128751825,1,0,1,0,0.0,15.0,28.0,True,19.0,0
13842759,9500177733221825,1,1,1,1,160.99,50.0,27.0,False,-3.0,0
14514292,9500195471121825,1,0,1,0,0.0,0.0,20.0,True,-9.0,0
1250582,9500031747581825,1,1,0,1,156.99,47.0,51.0,False,21.0,0
1755627,9500038750991825,1,0,1,0,0.0,0.0,167.0,True,139.0,0
22255074,9600174863121825,1,1,1,1,150.44,35.0,28.0,False,-2.0,1
1749340,9500038701991825,1,0,1,0,142.49,28.0,134.0,False,104.0,0
18676500,9600076509431825,1,1,1,0,118.94,25.0,193.0,False,163.0,1
3497086,9500058060011825,0,0,1,0,25.0,0.0,228.0,False,198.0,0
10585745,9500135878411825,1,1,1,0,187.43,0.0,397.0,False,367.0,0
5968183,9500085518771825,1,0,0,1,93.0,0.0,58.0,False,28.0,0
21710149,9600154100901825,1,0,1,0,91.0,31.0,34.0,True,9.0,1
793630,9500025387481825,1,0,0,1,103.0,16.0,49.0,False,19.0,0
10648595,9500136291711825,0,0,1,0,69.49,18.0,427.0,False,397.0,0
17166951,9600044368901825,1,0,1,0,94.94,0.0,83.0,False,53.0,1
10641127,9500136235701825,1,1,1,0,0.0,0.0,33.0,True,26.0,0
14942887,9500209128261825,1,0,0,0,0.0,0.0,11.0,True,-13.0,0
7898751,9500106662001825,1,0,0,0,79.95,0.0,44.0,True,39.0,0
6343106,9500089822391825,1,0,0,1,93.0,35.0,39.0,False,9.0,0
8692177,9500115629521825,1,1,0,1,159.99,22.0,96.0,False,66.0,0
21632288,9600151853871825,1,0,0,0,55.0,10.0,21.0,True,5.0,1
15206812,9500218142521825,1,1,1,1,194.49,0.0,14.0,False,-16.0,0
8072795,9500108854871825,1,1,1,1,224.48000000000002,48.0,402.0,False,372.0,0
1432758,9500035595371825,1,0,0,1,93.0,12.0,137.0,False,107.0,0
22286115,9600176302321825,1,1,1,1,143.44,45.0,27.0,False,-3.0,1
18991058,9600084385871825,1,1,1,0,145.93,0.0,332.0,True,321.0,1
13691174,9500170771121825,1,1,1,0,0.0,0.0,12.0,True,-1.0,0
1067603,9500030197711825,0,0,1,0,0.0,0.0,609.0,False,579.0,0
21229375,9600142940241825,1,0,1,1,92.45,24.0,206.0,False,176.0,1
20879961,9600134496291825,1,1,1,0,124.93,0.0,495.0,False,465.0,1
17875845,9600059160231825,1,1,1,0,135.99,30.0,211.0,False,181.0,1
2763682,9500048482101825,1,0,1,1,135.5,0.0,138.0,False,108.0,0
6387520,9500090205831825,1,0,1,1,136.5,0.0,37.0,False,7.0,0
21439991,9600149998531825,0,0,1,0,24.99,0.0,77.0,True,63.0,1
19648436,9600101061311825,1,0,1,1,100.0,0.0,87.0,False,57.0,1
12102057,9500152518831825,0,0,1,0,0.0,0.0,269.0,False,239.0,0
22391852,9600182096481825,1,0,1,0,0.0,0.0,6.0,True,-4.0,1
17950095,9600059898221825,1,1,1,0,115.94,36.0,272.0,False,242.0,1
18228664,9600065724031825,1,1,1,0,129.99,18.0,154.0,False,124.0,1
2802298,9500048978371825,1,1,0,1,141.99,22.0,282.0,False,252.0,0
18419598,9600068652861825,1,1,1,0,151.48000000000002,36.0,432.0,False,402.0,1
17544328,9600052826241825,1,1,1,1,189.93,25.0,61.0,False,31.0,1
870705,9500026302141825,1,0,1,1,182.49,32.0,133.0,False,103.0,0
22668163,9600198319521825,1,1,0,0,0.0,0.0,6.0,True,-10.0,1
16465710,9600029105651825,0,0,1,0,47.49,10.0,256.0,False,226.0,1
6130831,9500087690571825,1,0,1,0,65.95,0.0,201.0,True,173.0,0
17898820,9600059374581825,1,0,1,0,85.0,55.0,362.0,False,332.0,1
21250439,9600143685881825,1,0,1,1,113.45,51.0,38.0,False,8.0,1
22257999,9600174976161825,1,0,0,1,83.45,8.0,28.0,False,-2.0,1
20940100,9600136833261825,1,1,1,1,158.44,49.0,91.0,False,61.0,1
3390600,9500057053361825,1,1,1,1,238.48000000000002,30.0,50.0,False,20.0,0
13229946,9500163887001825,1,1,1,1,231.93,25.0,105.0,True,90.0,0
5286961,9500078085341825,1,0,0,0,62.95,0.0,165.0,True,150.0,0
10520736,9500135440731825,1,0,1,0,115.5,18.0,54.0,False,24.0,0
10275287,9500132816271825,0,0,1,0,25.0,0.0,73.0,True,70.0,0
8721244,9500116046221825,1,0,0,1,103.0,10.0,206.0,False,176.0,0
654982,9500023636671825,1,0,0,0,0.0,0.0,92.0,True,81.0,0
18771573,9600078509801825,1,0,1,1,100.0,24.0,62.0,False,32.0,1
13406091,9500165247261825,1,1,1,1,203.43,32.0,241.0,False,211.0,0
16986576,9600035451391825,1,0,1,1,122.94,0.0,75.0,False,45.0,1
12503644,9500157620951825,1,0,1,0,0.0,0.0,37.0,True,10.0,0
16376500,9600028397801825,1,1,1,1,157.93,0.0,345.0,False,315.0,1
15393889,9500225355831825,1,0,1,1,145.5,42.5,11.0,False,-19.0,0
11126742,9500141445501825,0,0,1,0,32.5,0.0,142.0,False,112.0,0
13052784,9500161586081825,0,0,1,0,77.49,0.0,205.0,False,175.0,0
15320097,9500222097341825,1,0,0,1,103.0,50.0,12.0,False,-18.0,0
757272,9500025056141825,1,0,0,1,90.0,0.0,26.0,True,21.0,0
19801109,9600105274921825,0,0,1,0,40.49,10.0,165.0,False,135.0,1
19548481,9600099814521825,1,0,0,0,0.0,26.0,4.0,True,2.0,1
12781863,9500159683611825,1,0,0,0,74.95,0.0,180.0,False,150.0,0
22569547,9600192038141825,1,0,0,1,85.0,10.0,23.0,False,-7.0,1
13647541,9500169317561825,0,1,1,0,84.49000000000001,31.0,29.0,False,-1.0,0
10484837,9500135182181825,1,0,1,0,150.44,0.0,255.0,True,239.0,0
16377395,9600028402261825,1,1,1,1,169.99,112.99000000000001,432.0,False,402.0,1
22223206,9600173169151825,1,1,1,1,163.99,30.0,28.0,False,-2.0,1
15845431,9600018622621825,1,0,1,0,0.0,0.0,25.0,True,9.0,1
11407541,9500144443801825,0,0,1,0,59.99,0.0,19.0,True,3.0,0
10995961,9500139746191825,1,1,0,1,134.99,0.0,173.0,True,161.0,0
15509402,9500232452991825,0,0,1,0,0.0,0.0,9.0,False,-21.0,0
15677562,9500246815261825,1,0,0,1,113.0,23.0,3.0,False,-27.0,0
9488190,9500123984551825,1,0,1,1,172.49,41.0,50.0,False,20.0,0
7712703,9500104930011825,1,1,1,1,248.48000000000002,65.0,280.0,False,250.0,0
14080933,9500183566551825,1,0,1,1,166.5,0.0,25.0,False,-5.0,0
9358062,9500122784671825,1,0,1,1,166.44,0.0,176.0,True,160.0,0
17758335,9600057043951825,0,0,1,0,25.0,10.0,8.0,True,0.0,1
10004824,9500129700141825,1,0,0,1,90.0,0.0,538.0,True,514.0,0
22998804,9600217732831825,1,0,1,1,115.0,45.0,14.0,False,-16.0,1
5620645,9500081314721825,1,0,0,0,0.0,0.0,112.0,False,82.0,0
12163129,9500153060181825,1,0,0,1,98.0,0.0,75.0,False,45.0,0
723025,9500024769801825,1,1,1,0,173.48000000000002,43.0,99.0,False,69.0,0
14998646,9500211043731825,1,1,0,1,136.99,61.0,16.0,False,-14.0,0
21372602,9600147662031825,1,1,1,1,134.44,0.0,211.0,False,181.0,1
3744904,9500061244041825,1,1,1,1,219.48,80.0,126.0,False,96.0,0
19201345,9600090117711825,0,1,1,0,52.99,8.0,245.0,False,215.0,1
15508729,9500232381201825,1,0,1,0,0.0,0.0,3.0,True,-21.0,0
2285862,9500043411331825,1,0,0,1,103.0,0.0,39.0,False,9.0,0
588081,9500022808871825,1,1,0,1,159.99,40.0,122.0,False,92.0,0
15025027,9500211901741825,1,0,0,1,103.0,28.0,16.0,False,-14.0,0
7100288,9500097809471825,1,0,1,1,164.5,28.0,44.0,False,14.0,0
3818242,9500062187271825,1,0,0,0,94.95,0.0,20.0,True,17.0,0
10927775,9500138912011825,1,0,1,0,119.45,32.0,71.0,False,41.0,0
15704965,9500252077271825,1,0,0,1,103.0,33.0,1.0,False,-29.0,0
21492019,9600150587411825,1,1,1,0,155.93,32.0,361.0,False,331.0,1
17153669,9600042464711825,0,1,1,0,51.989999999999995,0.0,40.0,False,10.0,1
21801986,9600155380231825,1,0,1,1,101.0,12.0,109.0,False,79.0,1
8311943,9500111777511825,1,1,1,1,207.49,73.5,63.0,True,61.0,0
4056039,9500064708491825,1,0,1,1,173.44,16.0,242.0,False,212.0,0
8473554,9500113602331825,0,1,1,0,88.98,0.0,259.0,False,229.0,0
12595688,9500158361621825,1,1,1,1,196.99,0.0,6.0,True,4.0,0
10806558,9500137692171825,1,0,1,1,181.44,0.0,364.0,False,334.0,0
3127550,9500053506871825,1,1,1,1,206.48000000000002,40.0,97.0,False,67.0,0
21246266,9600143504121825,1,0,0,1,85.0,0.0,38.0,False,8.0,1
17628949,9600053982141825,1,1,1,1,164.99,108.99000000000001,88.0,False,58.0,1
939974,9500028293031825,1,1,1,1,238.43,0.0,48.0,False,18.0,0
5874691,9500084566481825,1,1,0,1,229.99,60.0,71.0,True,59.0,0
1818219,9500039226771825,1,0,0,1,95.0,0.0,35.0,True,23.0,0
19135162,9600087139631825,1,0,1,1,100.0,2.0,255.0,False,225.0,1
12933325,9500160642101825,1,1,1,0,200.43,32.0,264.0,False,234.0,0
4975516,9500073853681825,1,0,1,1,139.95,0.0,63.0,False,33.0,0
8814140,9500116978811825,1,1,1,0,143.94,18.0,196.0,False,166.0,0
15627584,9500241096921825,1,0,0,1,103.0,23.0,6.0,False,-24.0,0
6156523,9500087913091825,1,0,1,1,173.44,36.0,347.0,False,317.0,0
9976342,9500129497781825,1,1,1,1,236.43,0.0,241.0,False,211.0,0
6864555,9500095180571825,1,1,0,1,118.94,0.0,31.0,True,6.0,0
19164474,9600088219231825,1,0,0,1,85.95,0.0,72.0,False,42.0,1
20752930,9600130921711825,0,1,0,0,28.99,0.0,155.0,True,133.0,1
4744409,9500072173141825,1,0,1,0,149.44,0.0,545.0,False,515.0,0
23127489,9600231412161825,1,1,0,1,118.94,24.0,10.0,False,-20.0,1
3197758,9500054382351825,1,1,1,0,117.94,0.0,60.0,False,30.0,0
17453601,9600052018971825,1,0,1,0,76.94,0.0,251.0,True,238.0,1
4336663,9500067891311825,1,1,1,1,238.48000000000002,50.0,133.0,False,103.0,0
9019948,9500119504881825,1,0,0,1,100.0,35.0,49.0,True,29.0,0
2872994,9500049514441825,0,0,1,0,47.49,0.0,422.0,False,392.0,0
